educatorID,regionID,eName,position,subject,qualification,birthDate,sex,schoolID
1922,2,James Young,Teacher,Mathematics,Diploma,1978-10-08,Male,154
1923,1,Stephanie Brown,Teacher,Biology,Diploma,1978-10-08,Female,290
1924,2,Stacie Gregory,Teacher,Geography,Master's degree,1978-10-08,Male,145
1925,4,Jennifer Taylor,Teacher,Physics,Master's degree,1978-10-08,Female,261
1926,1,Sherry Boyd,Teacher,History,Master's degree,1978-10-08,Male,293
1927,4,Dr. Mary Patterson MD,Teacher,Chemistry,PhD,1978-10-08,Female,186
1928,1,Monique Hendricks,Teacher,Chemistry,Master's degree,1978-10-08,Male,157
1929,3,Andrew Smith,Teacher,Chemistry,Master's degree,1978-10-08,Male,29
1930,2,Micheal White,Teacher,Accounting,PhD,1978-10-08,Female,104
1931,1,James Montgomery,Teacher,Chemistry,Diploma,1978-10-08,Male,271
1932,4,Mark Scott,Teacher,Geography,Master's degree,1978-10-08,Male,292
1933,1,James Lyons,Teacher,Sesotho,Master's degree,1978-10-08,Male,282
1934,1,Christopher Jones,Teacher,Physics,Bachelor's degree,1978-10-08,Female,177
1935,1,Kenneth Hess,Teacher,English,Diploma,1978-10-08,Male,111
1936,1,Steven Weber,Teacher,Sesotho,Master's degree,1978-10-08,Female,314
1937,1,Rachel Holland,Teacher,History,Bachelor's degree,1978-10-08,Female,126
1938,2,Monica Castaneda,Teacher,Chemistry,PhD,1978-10-08,Male,281
1939,3,Julie Malone,Teacher,English,PhD,1978-10-08,Female,171
1940,2,Kelly Crawford,Teacher,Geography,Bachelor's degree,1978-10-08,Male,144
1941,3,Courtney Mitchell,Teacher,Mathematics,Diploma,1978-10-08,Female,233
1942,2,Holly Lee,Teacher,Chemistry,Master's degree,1978-10-08,Female,69
1943,2,Kayla Austin,Teacher,Biology,Bachelor's degree,1978-10-08,Female,315
1944,1,Mary Jensen,Teacher,Accounting,Bachelor's degree,1978-10-08,Female,158
1945,3,Stephanie Kelly,Teacher,Geography,Bachelor's degree,1978-10-08,Female,29
1946,1,Louis Larsen,Teacher,Sesotho,Diploma,1978-10-08,Male,17
1947,1,John Thompson II,Teacher,Sesotho,PhD,1978-10-08,Female,243
1948,2,Joe Smith,Teacher,Geography,Bachelor's degree,1978-10-08,Male,315
1949,2,Robert Gill,Teacher,Chemistry,Master's degree,1978-10-08,Female,253
1950,1,Megan Matthews,Teacher,Biology,Master's degree,1978-10-08,Male,25
1951,2,Carolyn Hughes,Teacher,English,Bachelor's degree,1978-10-08,Female,131
1952,1,Sharon Burns,Teacher,History,Diploma,1978-10-08,Female,271
1953,4,Daniel Sparks,Teacher,Biology,Bachelor's degree,1978-10-08,Male,189
1954,1,Lindsay Allen,Teacher,English,Bachelor's degree,1978-10-08,Male,1
1955,2,Jennifer Lopez,Teacher,Accounting,PhD,1978-10-08,Female,28
1956,4,Gina Morgan,Teacher,Sesotho,Master's degree,1978-10-08,Male,186
1957,1,Ronnie Simmons,Teacher,Accounting,Diploma,1978-10-08,Male,244
1958,1,Mark Gray,Teacher,Sesotho,Bachelor's degree,1978-10-08,Female,206
1959,1,Kaitlyn Cline,Teacher,Biology,Diploma,1978-10-08,Male,185
1960,1,Kevin Young,Teacher,Accounting,Bachelor's degree,1978-10-08,Female,107
1961,2,Amanda Chambers,Teacher,Chemistry,Diploma,1978-10-08,Male,28
1962,2,Jeremy Reed,Teacher,Sesotho,Bachelor's degree,1978-10-08,Female,33
1963,3,Lori Gonzales,Teacher,Chemistry,Bachelor's degree,1978-10-08,Male,263
1964,1,Lawrence Henderson,Teacher,English,Bachelor's degree,1978-10-08,Female,159
1965,3,Laura Lyons,Teacher,History,PhD,1978-10-08,Male,202
1966,1,Melinda Anderson,Teacher,Physics,PhD,1978-10-08,Female,185
1967,2,Sharon Harris,Teacher,Geography,PhD,1978-10-08,Female,303
1968,1,Alexandra Gonzalez,Teacher,Biology,PhD,1978-10-08,Female,289
1969,3,Monica Miller,Teacher,Mathematics,Master's degree,1978-10-08,Female,310
1970,2,Andrea Ryan,Teacher,Accounting,Diploma,1978-10-08,Female,188
1971,3,Kathleen Hubbard,Teacher,Biology,Diploma,1978-10-08,Female,263
1972,1,Emily Martin,Teacher,Chemistry,Master's degree,1978-10-08,Female,100
1973,3,Danielle Roberts,Teacher,Physics,Diploma,1978-10-08,Male,233
1974,2,Sarah Harris,Teacher,Biology,Diploma,1978-10-08,Male,69
1975,1,Daniel Park,Teacher,Sesotho,Diploma,1978-10-08,Female,17
1976,3,Matthew Horton,Teacher,English,Bachelor's degree,1978-10-08,Female,8
1977,1,Willie Miller,Teacher,Sesotho,Bachelor's degree,1978-10-08,Female,36
1978,2,Joe Sampson,Teacher,Mathematics,PhD,1978-10-08,Male,93
1979,4,Austin Shepherd,Teacher,Sesotho,Diploma,1978-10-08,Female,79
1980,1,Richard Garcia,Teacher,Physics,Bachelor's degree,1978-10-08,Male,279
1981,2,Melissa Cross,Teacher,Sesotho,PhD,1978-10-08,Male,9
1982,1,Karen Kline,Teacher,History,Master's degree,1978-10-08,Female,51
1983,2,Brenda Olson,Teacher,Physics,PhD,1978-10-08,Male,259
1984,4,Amanda Acosta,Teacher,History,Diploma,1978-10-08,Male,76
1985,2,Mrs. Cynthia Hunt,Teacher,Chemistry,PhD,1978-10-08,Female,89
1986,4,Linda Smith,Teacher,Sesotho,Master's degree,1978-10-08,Male,267
1987,3,Steven Williams,Teacher,Biology,PhD,1978-10-08,Male,310
1988,1,Kendra Hodges,Teacher,Mathematics,Diploma,1978-10-08,Male,17
1989,2,Jacob Barrett,Teacher,Chemistry,Diploma,1978-10-08,Male,56
1990,1,Samantha Ponce,Teacher,Mathematics,PhD,1978-10-08,Male,264
1991,1,Natasha Lambert,Teacher,Accounting,Diploma,1978-10-08,Female,264
1992,3,Heidi Preston,Teacher,Mathematics,Bachelor's degree,1978-10-08,Female,184
1993,1,Scott Davis,Teacher,Geography,PhD,1978-10-08,Male,181
1994,1,Micheal Marshall,Teacher,English,Master's degree,1978-10-08,Female,153
1995,1,Matthew Barron,Teacher,Accounting,Bachelor's degree,1978-10-08,Female,48
1996,1,Elizabeth Brown,Teacher,Sesotho,Diploma,1978-10-08,Male,326
1997,1,Steven Robles,Teacher,History,Diploma,1978-10-08,Female,159
1998,2,Jessica Meyer,Teacher,History,Bachelor's degree,1978-10-08,Female,39
1999,1,Wesley Williams,Teacher,Geography,Bachelor's degree,1978-10-08,Male,50
2000,2,Natalie Abbott,Teacher,Mathematics,Bachelor's degree,1978-10-08,Female,250
2001,2,Jonathan Chan,Teacher,Chemistry,Diploma,1978-10-08,Female,2
2002,2,Deanna Moore,Teacher,Geography,Bachelor's degree,1978-10-08,Female,133
2003,1,Stephanie Jones,Teacher,Mathematics,Diploma,1978-10-08,Male,293
2004,1,Thomas Manning,Teacher,History,Diploma,1978-10-08,Male,266
2005,2,Dawn Carlson,Teacher,Physics,Bachelor's degree,1978-10-08,Male,65
2006,1,Seth Maldonado,Teacher,Biology,Diploma,1978-10-08,Male,203
2007,2,David Sandoval,Teacher,Biology,Master's degree,1978-10-08,Female,147
2008,4,Maria Holmes,Teacher,History,Bachelor's degree,1978-10-08,Male,18
2009,2,Jared Murphy,Teacher,English,Diploma,1978-10-08,Male,324
2010,1,Kathleen Rush,Teacher,Geography,Master's degree,1978-10-08,Female,45
2011,4,Kimberly Dunn,Teacher,English,Master's degree,1978-10-08,Female,162
2012,2,Laura Smith,Teacher,Sesotho,PhD,1978-10-08,Male,272
2013,1,Brent Knight,Teacher,Geography,Master's degree,1978-10-08,Male,176
2014,2,Austin Williams,Teacher,Chemistry,Diploma,1978-10-08,Female,87
2015,3,Seth Blair,Teacher,Sesotho,Diploma,1978-10-08,Male,101
2016,2,Daniel Abbott,Teacher,Geography,PhD,1978-10-08,Female,3
2017,2,Curtis Green,Teacher,Mathematics,Diploma,1978-10-08,Female,169
2018,4,Casey Torres,Teacher,Chemistry,Diploma,1978-10-08,Male,170
2019,1,Michael Miller,Teacher,Chemistry,PhD,1978-10-08,Male,322
2020,3,Veronica Smith,Teacher,Accounting,PhD,1978-10-08,Male,8
2021,2,Chelsea Patterson,Teacher,Physics,PhD,1978-10-08,Male,193
2022,4,Joseph Rodriguez,Teacher,Geography,PhD,1978-10-08,Female,130
2023,2,Robert Rodgers,Teacher,History,Diploma,1978-10-08,Female,303
2024,2,Joyce Wiley,Teacher,Chemistry,Bachelor's degree,1978-10-08,Male,221
2025,3,Nicholas Morgan,Teacher,Geography,Diploma,1978-10-08,Female,26
2026,1,James Rodriguez,Teacher,Biology,Bachelor's degree,1978-10-08,Female,238
2027,2,Justin Shelton,Teacher,Accounting,Master's degree,1978-10-08,Male,306
2028,1,Janice Torres,Teacher,English,Diploma,1978-10-08,Male,163
2029,2,Juan Garcia,Teacher,Physics,Bachelor's degree,1978-10-08,Male,74
2030,2,Sean Mcdowell,Teacher,Biology,PhD,1978-10-08,Female,253
2031,2,Jessica Wells,Teacher,Accounting,Bachelor's degree,1978-10-08,Male,169
2032,2,Heather Hall,Teacher,Geography,Diploma,1978-10-08,Male,315
2033,1,Christopher Black MD,Teacher,Geography,PhD,1978-10-08,Female,126
2034,1,Stacy Huerta,Teacher,History,Master's degree,1978-10-08,Female,105
2035,4,Jacob Bean,Teacher,Geography,Diploma,1978-10-08,Male,260
2036,3,Jonathan Griffin,Teacher,Physics,Diploma,1978-10-08,Male,121
2037,2,Victoria Anderson,Teacher,Accounting,Bachelor's degree,1978-10-08,Male,204
2038,1,Tabitha Leon,Teacher,Physics,Master's degree,1978-10-08,Female,161
2039,4,John Ellison,Teacher,Biology,PhD,1978-10-08,Male,120
2040,2,Anthony Sanchez,Teacher,Mathematics,Diploma,1978-10-08,Male,85
2041,1,Jose Ware,Teacher,Physics,Master's degree,1978-10-08,Female,63
2042,3,Shawn Thomas,Teacher,Biology,PhD,1978-10-08,Male,318
2043,1,Alyssa Henderson,Teacher,Physics,Master's degree,1978-10-08,Female,82
2044,4,Veronica Adams,Teacher,Mathematics,Master's degree,1978-10-08,Male,116
2045,2,Dennis Rodriguez,Teacher,Physics,Bachelor's degree,1978-10-08,Female,315
2046,1,Ryan Burke,Teacher,Accounting,Diploma,1978-10-08,Male,175
2047,2,William Weaver,Teacher,Biology,Bachelor's degree,1978-10-08,Female,172
2048,1,Yvette Ortega,Teacher,English,Bachelor's degree,1978-10-08,Female,185
2049,2,Deborah Davis,Teacher,Mathematics,Master's degree,1978-10-08,Female,295
2050,1,Jennifer Williams,Teacher,Mathematics,Bachelor's degree,1978-10-08,Female,313
2051,1,Victor Torres,Teacher,Chemistry,Bachelor's degree,1978-10-08,Male,178
2052,2,Darren Peters,Teacher,Chemistry,Bachelor's degree,1978-10-08,Male,164
2053,3,Aimee Bowman,Teacher,Geography,Diploma,1978-10-08,Male,320
2054,4,Jennifer Hodge,Teacher,Biology,PhD,1978-10-08,Female,61
2055,1,Robert Cervantes,Teacher,Accounting,PhD,1978-10-08,Female,244
2056,4,Caitlin Mack,Teacher,Sesotho,Diploma,1978-10-08,Female,162
2057,1,James Torres,Teacher,Geography,Master's degree,1978-10-08,Female,271
2058,4,Erik Daniels,Teacher,Physics,Diploma,1978-10-08,Female,261
2059,2,Mr. Ryan Lewis,Teacher,Physics,Diploma,1978-10-08,Male,223
2060,1,Robert Thomas,Teacher,Physics,Bachelor's degree,1978-10-08,Male,143
2061,1,Jennifer Santana,Teacher,History,Master's degree,1978-10-08,Female,222
2062,2,Benjamin Martin,Teacher,Sesotho,Master's degree,1978-10-08,Female,132
2063,2,Rick Thompson,Teacher,Physics,Diploma,1978-10-08,Female,28
2064,1,Trevor Durham,Teacher,Biology,Diploma,1978-10-08,Male,141
2065,2,Kaitlyn Joseph,Teacher,History,Master's degree,1978-10-08,Female,91
2066,1,Allison Jacobson,Teacher,Chemistry,PhD,1978-10-08,Female,1
2067,4,Kristin Vang,Teacher,Accounting,Bachelor's degree,1978-10-08,Female,251
2068,3,Jennifer Nelson,Teacher,Sesotho,Diploma,1978-10-08,Male,88
2069,3,James Sims,Teacher,Chemistry,Diploma,1978-10-08,Male,230
2070,2,Alexa Hale,Teacher,Physics,PhD,1978-10-08,Male,94
2071,2,Roberto Figueroa,Teacher,Mathematics,Diploma,1978-10-08,Female,229
2072,4,Cheryl Marks,Teacher,Chemistry,Master's degree,1978-10-08,Female,167
2073,3,Kristin Conley,Teacher,Accounting,PhD,1978-10-08,Female,233
2074,1,David James,Teacher,Physics,Diploma,1978-10-08,Male,185
2075,4,Susan Peterson,Teacher,History,Master's degree,1978-10-08,Female,118
2076,1,Jaime Stein,Teacher,Chemistry,Bachelor's degree,1978-10-08,Male,206
2077,3,Joshua Nicholson,Teacher,Accounting,PhD,1978-10-08,Male,67
2078,1,Michele Newman,Teacher,Chemistry,Diploma,1978-10-08,Female,264
2079,1,James Bryant,Teacher,Chemistry,Bachelor's degree,1978-10-08,Male,63
2080,2,Courtney Rivera,Teacher,Sesotho,Bachelor's degree,1978-10-08,Male,197
2081,1,Cynthia Petersen,Teacher,Sesotho,PhD,1978-10-08,Female,64
2082,4,Ryan Hall,Teacher,Geography,Diploma,1978-10-08,Female,142
2083,2,David Castillo,Teacher,Chemistry,Diploma,1978-10-08,Male,44
2084,1,Steven Ryan,Teacher,Physics,Bachelor's degree,1978-10-08,Male,82
2085,1,Charles Khan,Teacher,Mathematics,PhD,1978-10-08,Male,212
2086,2,Erin Johnson,Teacher,Sesotho,Diploma,1978-10-08,Male,295
2087,4,Anna Lee,Teacher,History,PhD,1978-10-08,Female,215
2088,1,Lisa Paul,Teacher,Geography,Master's degree,1978-10-08,Male,115
2089,3,Anne Beasley,Teacher,Sesotho,Diploma,1978-10-08,Male,140
2090,4,Kevin Allen,Teacher,Biology,Master's degree,1978-10-08,Female,296
2091,2,Sherry Huff,Teacher,Biology,Bachelor's degree,1978-10-08,Male,2
2092,1,Lisa Rice,Teacher,Mathematics,Master's degree,1978-10-08,Female,322
2093,2,Melissa Johnson,Teacher,Biology,Master's degree,1978-10-08,Male,49
2094,2,James Morrison,Teacher,English,Master's degree,1978-10-08,Male,9
2095,1,Kelly Boyd,Teacher,Chemistry,PhD,1978-10-08,Male,51
2096,1,Robert Gates,Teacher,Mathematics,Diploma,1978-10-08,Female,10
2097,3,Reginald Foster,Teacher,Sesotho,Master's degree,1978-10-08,Female,119
2098,4,Lynn Kelly,Teacher,Geography,Bachelor's degree,1978-10-08,Female,198
2099,1,Michael Ellis,Teacher,English,PhD,1978-10-08,Female,309
2100,2,Kimberly Mann,Teacher,History,Master's degree,1978-10-08,Male,20
2101,1,Donald Todd,Teacher,Biology,PhD,1978-10-08,Male,48
2102,1,Allison Crane,Teacher,Geography,Bachelor's degree,1978-10-08,Male,86
2103,1,Mr. Ryan Murphy,Teacher,Chemistry,Bachelor's degree,1978-10-08,Male,300
2104,1,Jason Thomas,Teacher,Physics,PhD,1978-10-08,Female,321
2105,2,Michael Leach,Teacher,Biology,Bachelor's degree,1978-10-08,Male,188
2106,1,Matthew Wilson,Teacher,Physics,Bachelor's degree,1978-10-08,Female,152
2107,2,Edwin Hayes,Teacher,Chemistry,Bachelor's degree,1978-10-08,Female,281
2108,3,Laurie Lewis,Teacher,Biology,Bachelor's degree,1978-10-08,Female,140
2109,2,Jamie Summers,Teacher,Mathematics,Bachelor's degree,1978-10-08,Male,133
2110,4,Erin Taylor,Teacher,Accounting,Bachelor's degree,1978-10-08,Female,73
2111,1,Keith Grimes,Teacher,Chemistry,Diploma,1978-10-08,Male,126
2112,1,Jeffrey Winters,Teacher,Biology,PhD,1978-10-08,Male,60
2113,4,Taylor Lester,Teacher,History,Diploma,1978-10-08,Male,83
2114,3,Jason Cooke,Teacher,English,Diploma,1978-10-08,Female,218
2115,3,Raymond Higgins,Teacher,Geography,Bachelor's degree,1978-10-08,Male,23
2116,2,Cynthia Martinez,Teacher,English,PhD,1978-10-08,Male,272
2117,3,Michael Martin,Teacher,Sesotho,Master's degree,1978-10-08,Female,288
2118,2,Curtis Reyes,Teacher,Mathematics,Bachelor's degree,1978-10-08,Female,257
2119,1,Tammy Anderson,Teacher,Sesotho,Diploma,1978-10-08,Female,70
2120,3,April Pugh,Teacher,Biology,Bachelor's degree,1978-10-08,Female,318
2121,2,Mr. Jason Romero,Teacher,Mathematics,Master's degree,1978-10-08,Male,277
2122,2,Ariana Beard,Teacher,Sesotho,Bachelor's degree,1978-10-08,Male,137
2123,1,Kevin Anderson,Teacher,History,PhD,1978-10-08,Male,10
2124,1,Gabrielle Green DVM,Teacher,English,Master's degree,1978-10-08,Female,64
2125,3,Richard Ware,Teacher,Chemistry,Master's degree,1978-10-08,Female,12
2126,1,Victoria Mills,Teacher,Physics,Master's degree,1978-10-08,Male,78
2127,3,Sherry Yates,Teacher,English,Bachelor's degree,1978-10-08,Female,210
2128,4,Jean Klein,Teacher,Accounting,PhD,1978-10-08,Male,142
2129,2,Jennifer Reynolds,Teacher,English,Diploma,1978-10-08,Female,195
2130,1,Alan Mahoney,Teacher,Geography,Diploma,1978-10-08,Male,185
2131,1,Dylan Frazier,Teacher,Physics,Master's degree,1978-10-08,Female,314
2132,4,Jennifer Colon,Teacher,English,Bachelor's degree,1978-10-08,Female,83
2133,2,Jason Sexton,Teacher,History,Master's degree,1978-10-08,Male,11
2134,1,Jessica Hernandez,Teacher,Geography,Bachelor's degree,1978-10-08,Female,232
2135,2,Mrs. Angela Elliott,Teacher,History,Master's degree,1978-10-08,Male,187
2136,1,Robert Gonzalez,Teacher,History,Diploma,1978-10-08,Female,240
2137,2,Michael Hughes,Teacher,Geography,Diploma,1978-10-08,Female,87
2138,1,Caroline Gray,Teacher,Accounting,Master's degree,1978-10-08,Female,160
2139,1,Robert Kennedy,Teacher,Mathematics,Master's degree,1978-10-08,Female,264
2140,1,Jason Carter,Teacher,Accounting,Bachelor's degree,1978-10-08,Male,322
2141,1,Mario Wagner,Teacher,Chemistry,PhD,1978-10-08,Female,238
2142,2,Mark Frey,Teacher,Accounting,Diploma,1978-10-08,Male,41
2143,4,Kurt Evans,Teacher,English,Diploma,1978-10-08,Female,118
2144,3,Laura Bonilla,Teacher,History,Master's degree,1978-10-08,Female,90
2145,3,Dr. Victor Boyle,Teacher,Physics,PhD,1978-10-08,Female,15
2146,4,Theresa Potts,Teacher,Sesotho,PhD,1978-10-08,Female,18
2147,1,Erica Russo,Teacher,Accounting,PhD,1978-10-08,Female,86
2148,1,Christine Cooper,Teacher,History,Diploma,1978-10-08,Female,5
2149,2,Whitney Patterson,Teacher,Mathematics,Diploma,1978-10-08,Female,85
2150,2,Michael Goodman,Teacher,Accounting,Bachelor's degree,1978-10-08,Female,20
2151,1,Joseph West,Teacher,Sesotho,PhD,1978-10-08,Male,203
2152,1,John Hubbard,Teacher,Physics,Bachelor's degree,1978-10-08,Male,152
2153,2,Corey Barry,Teacher,Geography,Bachelor's degree,1978-10-08,Female,268
2154,1,Matthew Warren,Teacher,Biology,Bachelor's degree,1978-10-08,Male,300
2155,1,Michelle Perez,Teacher,Sesotho,Diploma,1978-10-08,Male,322
2156,3,Megan Bradford,Teacher,Accounting,Diploma,1978-10-08,Female,224
2157,2,Richard Phillips,Teacher,Physics,Bachelor's degree,1978-10-08,Male,173
2158,2,Christopher Hawkins,Teacher,Sesotho,Bachelor's degree,1978-10-08,Female,277
2159,4,Zachary Gonzalez,Teacher,Sesotho,Master's degree,1978-10-08,Female,247
2160,2,Ronald Olsen,Teacher,Geography,Bachelor's degree,1978-10-08,Male,325
2161,1,Kimberly Ayala,Teacher,Mathematics,Diploma,1978-10-08,Male,240
2162,3,Lindsey Morgan,Teacher,Geography,Bachelor's degree,1978-10-08,Male,47
2163,4,Kathleen Wright,Teacher,Chemistry,PhD,1978-10-08,Female,130
2164,1,Nicole Stephens,Teacher,Mathematics,Bachelor's degree,1978-10-08,Male,108
2165,1,Christine Huang,Teacher,Physics,Master's degree,1978-10-08,Female,282
2166,1,James Baker,Teacher,Chemistry,Master's degree,1978-10-08,Female,149
2167,1,Jackson Ferguson,Teacher,Geography,Diploma,1978-10-08,Male,232
2168,1,Danielle Hill,Teacher,Chemistry,Master's degree,1978-10-08,Male,206
2169,3,Benjamin Walls,Teacher,English,Master's degree,1978-10-08,Female,224
2170,1,Robert Bryant,Teacher,Geography,PhD,1978-10-08,Male,135
2171,1,Madeline Jordan,Teacher,Physics,Master's degree,1978-10-08,Male,237
2172,4,Charles Vargas,Teacher,Accounting,Master's degree,1978-10-08,Male,116
2173,3,Kimberly Hodge,Teacher,Sesotho,Diploma,1978-10-08,Female,30
2174,1,Allen Roberts,Teacher,Geography,Bachelor's degree,1978-10-08,Female,283
2175,3,John Lewis,Teacher,Sesotho,Bachelor's degree,1978-10-08,Female,128
2176,2,Donna Miller,Teacher,English,Diploma,1978-10-08,Male,91
2177,1,Erica Griffin,Teacher,History,Bachelor's degree,1978-10-08,Male,264
2178,2,James Nguyen,Teacher,Sesotho,Diploma,1978-10-08,Male,188
2179,2,Steven Gregory,Teacher,Accounting,PhD,1978-10-08,Male,3
2180,1,Patricia Jackson,Teacher,Biology,PhD,1978-10-08,Male,141
2181,1,Travis Luna,Teacher,History,Bachelor's degree,1978-10-08,Female,50
2182,1,Jason Crosby,Teacher,Biology,Diploma,1978-10-08,Male,139
2183,3,Chelsea Gutierrez,Teacher,Physics,PhD,1978-10-08,Female,15
2184,2,Kaitlin Rogers,Teacher,Accounting,Master's degree,1978-10-08,Female,56
2185,1,John Walker,Teacher,Chemistry,Master's degree,1978-10-08,Female,106
2186,3,Holly Graham,Teacher,History,Bachelor's degree,1978-10-08,Female,98
2187,2,Zachary Johnson,Teacher,Accounting,PhD,1978-10-08,Male,250
2188,1,Nicholas Morgan,Teacher,English,Master's degree,1978-10-08,Male,106
2189,3,Heidi Walters,Teacher,Biology,Diploma,1978-10-08,Male,21
2190,1,Steven Silva,Teacher,Sesotho,Diploma,1978-10-08,Female,60
2191,2,Christopher Mcdowell,Teacher,English,Diploma,1978-10-08,Male,91
2192,2,Erika Bryant,Teacher,Mathematics,PhD,1978-10-08,Male,315
2193,2,Angela Scott,Teacher,Biology,Bachelor's degree,1978-10-08,Female,253
2194,4,Amy Griffin,Teacher,History,PhD,1978-10-08,Male,73
2195,1,Matthew Mora,Teacher,English,Bachelor's degree,1978-10-08,Male,313
2196,2,Jonathan Lambert,Teacher,Chemistry,Master's degree,1978-10-08,Male,182
2197,1,Christina Villa,Teacher,Chemistry,Bachelor's degree,1978-10-08,Male,321
2198,1,Jennifer Mendoza,Teacher,Geography,Diploma,1978-10-08,Male,212
2199,1,Joseph Schneider,Teacher,History,PhD,1978-10-08,Male,235
2200,1,Dawn Hill,Teacher,Geography,PhD,1978-10-08,Male,17
2201,1,Robert Baker,Teacher,Sesotho,Master's degree,1978-10-08,Male,271
2202,3,April Burgess,Teacher,Accounting,Master's degree,1978-10-08,Female,171
2203,2,Roy Jones,Teacher,History,Bachelor's degree,1978-10-08,Female,49
2204,3,Amber Robertson,Teacher,Physics,Diploma,1978-10-08,Male,320
2205,1,Brittany Cooper,Teacher,Mathematics,PhD,1978-10-08,Female,139
2206,2,Jeffrey Crawford,Teacher,Physics,Bachelor's degree,1978-10-08,Female,56
2207,3,Paige Dean,Teacher,Mathematics,Bachelor's degree,1978-10-08,Female,129
2208,4,Blake Greene,Teacher,Chemistry,PhD,1978-10-08,Male,292
2209,2,Rachel Lowe,Teacher,English,Bachelor's degree,1978-10-08,Male,259
2210,3,Laura Young,Teacher,Geography,Bachelor's degree,1978-10-08,Male,21
2211,2,Michael Kramer,Teacher,Accounting,Bachelor's degree,1978-10-08,Female,229
2212,1,Susan Smith,Teacher,Mathematics,Diploma,1978-10-08,Female,254
2213,2,Michael Wood,Teacher,Sesotho,PhD,1978-10-08,Male,94
2214,4,Jane Boyd,Teacher,Sesotho,Master's degree,1978-10-08,Female,286
2215,1,Nancy Collins,Teacher,English,Bachelor's degree,1978-10-08,Male,194
2216,1,Margaret Blackwell,Teacher,English,Bachelor's degree,1978-10-08,Female,106
2217,1,Nichole Kent,Teacher,Accounting,Master's degree,1978-10-08,Male,322
2218,2,James Jackson,Teacher,Chemistry,Diploma,1978-10-08,Male,156
2219,4,Kelli Taylor,Teacher,Biology,PhD,1978-10-08,Male,260
2220,4,Emily Hawkins,Teacher,Sesotho,Bachelor's degree,1978-10-08,Female,162
2221,1,Michelle Brown,Teacher,History,PhD,1978-10-08,Male,206
2222,2,Eric Young,Teacher,Geography,PhD,1978-10-08,Male,165
2223,2,Karen Hansen,Teacher,Sesotho,PhD,1978-10-08,Male,265
2224,1,David Rodriguez,Teacher,English,Bachelor's degree,1978-10-08,Male,141
2225,1,Kathryn Stone,Teacher,Physics,Bachelor's degree,1978-10-08,Male,45
2226,1,April Heath,Teacher,English,Diploma,1978-10-08,Female,100
2227,1,Jeffrey Clark,Teacher,History,Diploma,1978-10-08,Male,228
2228,4,Anita Johnson,Teacher,Sesotho,Master's degree,1978-10-08,Female,247
2229,3,Sheryl Wilson,Teacher,History,PhD,1978-10-08,Female,151
2230,1,John Ochoa,Teacher,Accounting,Bachelor's degree,1978-10-08,Male,70
2231,2,Alexander Strickland,Teacher,Sesotho,Master's degree,1978-10-08,Male,137
2232,1,Nathan Anderson,Teacher,Mathematics,Bachelor's degree,1978-10-08,Male,222
2233,1,James Scott,Teacher,History,Master's degree,1978-10-08,Male,222
2234,2,Jason Russell,Teacher,Biology,Master's degree,1978-10-08,Male,69
2235,1,Jennifer Banks,Teacher,Mathematics,Master's degree,1978-10-08,Male,149
2236,2,Cindy Miller,Teacher,History,Bachelor's degree,1978-10-08,Female,69
2237,3,Ashley Saunders,Teacher,Sesotho,Bachelor's degree,1978-10-08,Male,47
2238,4,Christopher Ferguson,Teacher,Physics,PhD,1978-10-08,Male,55
2239,2,Aaron Jones,Teacher,History,Master's degree,1978-10-08,Male,270
2240,1,Deborah Larson,Teacher,Geography,Diploma,1978-10-08,Female,54
2241,3,Elizabeth Yates,Teacher,Mathematics,Diploma,1978-10-08,Female,21
2242,2,Kathleen Haley,Teacher,English,PhD,1978-10-08,Male,281
2243,1,Fernando Cameron,Teacher,Geography,Bachelor's degree,1978-10-08,Female,100
2244,4,Timothy Marks,Teacher,Mathematics,Bachelor's degree,1978-10-08,Female,162
2245,2,Sara Cole,Teacher,Biology,PhD,1978-10-08,Female,298
2246,3,Brandy Hogan,Teacher,Sesotho,Master's degree,1978-10-08,Female,230
2247,4,Jade Nelson,Teacher,Accounting,Diploma,1978-10-08,Female,189
2248,3,Kimberly Wilson DDS,Teacher,Physics,Master's degree,1978-10-08,Female,191
2249,3,Mrs. Andrea Brown DDS,Teacher,English,PhD,1978-10-08,Female,218
2250,2,Anna Miller,Teacher,Biology,Bachelor's degree,1978-10-08,Male,172
2251,4,Steven Joseph,Teacher,Sesotho,Diploma,1978-10-08,Male,66
2252,1,Dr. Jordan Norris II,Teacher,Geography,Master's degree,1978-10-08,Female,220
2253,3,Thomas Blankenship,Teacher,Biology,PhD,1978-10-08,Female,245
2254,1,Daniel Clarke,Teacher,Geography,Diploma,1978-10-08,Female,163
2255,2,Thomas Kelley,Teacher,Geography,PhD,1978-10-08,Female,188
2256,1,Gregory Ayers,Teacher,Biology,PhD,1978-10-08,Female,105
2257,3,Nicole Page,Teacher,Physics,PhD,1978-10-08,Female,101
2258,1,David Reed,Teacher,Geography,PhD,1978-10-08,Male,199
2259,1,Sarah Mcclain,Teacher,History,Bachelor's degree,1978-10-08,Female,1
2260,1,Jack Burke,Teacher,History,Master's degree,1978-10-08,Male,59
2261,1,Sarah Salazar,Teacher,Mathematics,Bachelor's degree,1978-10-08,Female,322
2262,2,Anthony Craig,Teacher,History,PhD,1978-10-08,Female,274
